"","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"1493","XM_022459318.1",""," uncharacterized","crg:105324569","tan",0.0308613432868695,0.678942743401947
"1494","XM_022490116.1",""," uncharacterized","crg:105338641","tan",0.0315064569117139,0.677073056817502
"1495","XM_022478228.1","GO:0003677;GO:0005634;GO:0043167"," bromodomain adjacent to zinc finger domain protein 2B-like","crg:105323174","tan",0.0329047340185571,0.673108122019116
"1496","XM_022485609.1","GO:0016491;GO:0043167"," very long-chain specific acyl-CoA dehydrogenase, mitochondrial-like","crg:105344745","tan",0.0345245540476339,0.66865548865048
"1497","XM_022464398.1","GO:0005198;GO:0005856"," retrograde protein of 51 kDa-like","crg:105331314","tan",0.0345588496211169,0.668562762010088
"1498","XM_022438178.1","GO:0005634;GO:0006464;GO:0007049;GO:0030234"," uncharacterized","crg:105332802","tan",0.0349209135902452,0.667587613392375
"1499","XM_022478715.1","GO:0034641;GO:0042254"," ribosomal RNA processing protein 36 homolog","crg:105320854","tan",0.036760224324386,0.662736696095107
"1500","XM_022430616.1",""," uncharacterized","crg:105341623","tan",0.0367658259857557,0.66272217602487
"1501","XM_022459458.1","GO:0003674"," filamin-A-like","crg:105327831","tan",0.0377238868820018,0.660260454576626
"1502","XM_022469843.1",""," immediate early response gene 5-like protein","crg:105323642","tan",0.0381884385061285,0.659081972110679
"1503","XM_022478630.1",""," insoluble matrix shell protein 1-like","crg:105347648","tan",0.0395307690207409,0.655730148064901
"1504","XM_022485361.1","GO:0005198;GO:0031012"," fibril-forming collagen alpha chain-like","crg:105325218","tan",0.0408890842163268,0.652415552821687
"1505","XR_002637905.1",""," uncharacterized","crg:105335230","tan",0.0409935160074265,0.652163800596042
"1506","XM_022481594.1","GO:0003674"," CUGBP Elav-like family member 2","crg:105324762","tan",0.0422618029294074,0.649140197612128
"1507","XM_022467174.1",""," uncharacterized","crg:105321000","tan",0.0423502223829113,0.648931690217687
"1508","XR_002639115.1",""," hemicentin-1-like","crg:105327017","tan",0.0452664027008294,0.642212510680632
"1509","XM_022480099.1",""," protein starmaker-like","crg:105337607","tan",0.0453810532927077,0.641954345812668
"1510","XM_022474017.1","GO:0030234"," tissue factor pathway inhibitor-like","crg:105337193","tan",0.0464789355597012,0.639503989968205
"1511","XM_022484064.1","GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0034641;GO:0043167"," nuclear hormone receptor HR96-like","crg:105328926","tan",0.0476761012365217,0.636875725441169
"1512","XM_022463398.1","GO:0043167"," calmodulin-A-like","crg:105329480","tan",0.0478833214865184,0.636425279651887
"1513","XM_022461252.1","GO:0005575;GO:0006464;GO:0009058;GO:0016757"," beta-1,3-galactosyltransferase 5-like","crg:105333708","tan",0.047956853765272,0.636265751225759
"1514","XM_022440571.1","GO:0003924;GO:0005622;GO:0007165;GO:0043167"," ras-like GTP-binding protein RHO","crg:105342780","tan",0.0484932223538629,0.635107004515811
"1515","XM_022439833.1",""," hemagglutinin/amebocyte aggregation factor-like","crg:105338229","tan",0.0488320492638241,0.634379415474688
"1516","XM_022458707.1","GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"," kinesin-like protein KIN-7I","crg:105319850","turquoise",1.4169327992703e-08,0.992438999320904
"1517","XM_022467836.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003"," histone H1.0-like","crg:105320410;crg:109617650","turquoise",3.7930466158139e-08,0.990322445070413
"1518","XM_022469418.1","GO:0043167"," spliceosome RNA helicase DDX39B","crg:105319209","turquoise",1.99433850725838e-07,0.985323498515033
"1519","XM_022485889.1","GO:0003723;GO:0034641"," splicing factor 3A subunit 1-like","crg:105347185","turquoise",3.09254556346411e-07,0.983613889929031
"1520","XM_022465104.1","GO:0003723;GO:0005634;GO:0032991;GO:0034641"," lupus La protein homolog","crg:105345157","turquoise",6.75984259924454e-07,0.98005436538518
"1521","XM_022489115.1","GO:0006520;GO:0009058;GO:0043167"," aspartate aminotransferase, mitochondrial-like","crg:105318268","turquoise",6.80926452972086e-07,0.980017787861724
"1522","XM_022470078.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003"," histone H1-delta-like","crg:105320406;crg:105320407","turquoise",6.93698993222499e-07,0.979924167311989
"1523","XM_022489073.1","GO:0005694;GO:0043167;GO:0051276"," structural maintenance of chromosomes protein 4-like","crg:105332675","turquoise",6.97650107714117e-07,0.979895467209381
"1524","XM_022481096.1","GO:0005840;GO:0008135"," eukaryotic translation initiation factor 3 subunit C-like","crg:105343479","turquoise",1.08889123339172e-06,0.97751237323285
"1525","XM_022457515.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991"," histone H2A.V","crg:105320408;crg:105320412;crg:105320415;crg:105320418;crg:105320423;crg:105320427;crg:105320431","turquoise",1.73210310251868e-06,0.974724053608221
"1526","XM_022445925.1",""," high mobility group protein B3-like","crg:105348423","turquoise",2.31371588511563e-06,0.972811004447886
"1527","XM_022452453.1",""," uncharacterized","crg:105333052","turquoise",2.78843611419086e-06,0.971501089585114
"1528","XM_022458204.1",""," actin, cytoplasmic 1-like","crg:105340468","turquoise",2.84989974289159e-06,0.971343960603702
"1529","XM_022468647.1",""," innexin unc-9-like","crg:105327330","turquoise",2.94342762584786e-06,0.971109639246722
"1530","XM_022441830.1","GO:0005634;GO:0051276;GO:0065003"," protein SET-like","crg:105322360","turquoise",3.2709378077206e-06,0.970330494371208
"1531","XM_022485233.1","GO:0003723;GO:0005737;GO:0006605;GO:0032991"," signal recognition particle subunit SRP72-like","crg:105336377","turquoise",3.43948076175114e-06,0.969952017641391
"1532","XM_022445895.1",""," high mobility group protein B3-like","crg:105348423","turquoise",3.61837851648272e-06,0.969565121946634
"1533","XM_022476750.1","GO:0005634"," splicing factor 3B subunit 2-like","crg:105319620","turquoise",3.64766276501225e-06,0.969503155772965
"1534","XM_022456079.1","GO:0030234"," protease inhibitors-like","crg:105336752","turquoise",3.73677432060633e-06,0.969316846137824
"1535","XM_022443850.1","GO:0000228;GO:0009058;GO:0034641"," chromobox protein homolog 1-like","crg:105333436","turquoise",4.1978350877476e-06,0.968402507059618
"1536","XM_022457647.1",""," peptidyl-prolyl cis-trans isomerase FKBP1A-like","crg:105329692;crg:105329704","turquoise",4.69795406439091e-06,0.967491753561349
"1537","XM_022479411.1","GO:0006457;GO:0043167;GO:0051082"," T-complex protein 1 subunit gamma-like","crg:105342582","turquoise",5.51325345216145e-06,0.966151052665409
"1538","XM_022466219.1","GO:0006457;GO:0032991;GO:0051082"," prefoldin subunit 2-like","crg:105329371","turquoise",6.36046371891774e-06,0.964906262181924
"1539","XM_022482365.1","GO:0005575;GO:0006605"," translocon-associated protein subunit gamma-like","crg:105345701","turquoise",7.10930611637964e-06,0.963905053366336
"1540","XM_022477937.1","GO:0016491"," alpha-aminoadipic semialdehyde dehydrogenase-like","crg:105327683","turquoise",8.88080553644188e-06,0.96181624908767
"1541","XM_022476340.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein U-like","crg:105321348","turquoise",9.65845370718649e-06,0.960996758792963
"1542","XM_022472393.1",""," heat shock cognate 71 kDa protein","crg:105348304;crg:105348305;crg:105334510;crg:105334234","turquoise",9.82874583479891e-06,0.960823902451098
"1543","XM_022473237.1","GO:0005622;GO:0008233;GO:0009056;GO:0032991"," proteasome subunit alpha type-6-like","crg:105318528","turquoise",1.12732033118882e-05,0.959440613573966
"1544","XM_022432122.1","GO:0005840;GO:0006457;GO:0008135"," eukaryotic peptide chain release factor subunit 1","crg:105325000","turquoise",1.13608027218114e-05,0.959361065129133
"1545","XM_022430858.1","GO:0006457;GO:0043167;GO:0051082"," T-complex protein 1 subunit beta-like","crg:105334954","turquoise",1.32810845222836e-05,0.957721915756731
"1546","XM_022439929.1","GO:0003674;GO:0005737;GO:0005975"," transaldolase-like","crg:105335180","turquoise",1.39469565847985e-05,0.957194799047501
"1547","XM_022487644.1","GO:0005654;GO:0032991"," FACT complex subunit SPT16-like","crg:105341072","turquoise",1.54154322423307e-05,0.956095284413727
"1548","XM_022442428.1",""," body wall muscle protein HR-29-like","crg:105343215","turquoise",1.59404062911459e-05,0.955721119000242
"1549","XM_022463662.1","GO:0003674"," serine/arginine-rich splicing factor 2-like","crg:105317795;crg:105320028","turquoise",1.60711514318179e-05,0.955629360214168
"1550","XM_022464502.1","GO:0003674"," U4/U6 small nuclear ribonucleoprotein Prp4-like","crg:105343416","turquoise",1.73031988199679e-05,0.954790821612483
"1551","XM_022430893.1","GO:0005622;GO:0009056;GO:0030234;GO:0032991"," 26S proteasome non-ATPase regulatory subunit 2-like","crg:105339979;crg:105319530","turquoise",1.86219558655183e-05,0.953941060699593
"1552","XM_022487501.1","GO:0006457;GO:0043167;GO:0051082"," T-complex protein 1 subunit zeta-like","crg:105327904","turquoise",1.94143676380347e-05,0.95345175940718
"1553","XM_022432768.1","GO:0005575"," transmembrane 9 superfamily member 2-like","crg:105341188","turquoise",1.98688657413039e-05,0.953177775371372
"1554","XM_022459798.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003"," histone H1.1-like","crg:105331557","turquoise",1.99099536598775e-05,0.953153236678901
"1555","XM_022468233.1","GO:0005575;GO:0016887;GO:0022857;GO:0043167"," sodium/potassium-transporting ATPase subunit alpha-like","crg:105338008","turquoise",2.14956450728154e-05,0.952233704227113
"1556","XM_022485055.1","GO:0016491"," C-terminal-binding protein-like","crg:105332049","turquoise",2.28391572780337e-05,0.951493251547696
"1557","XM_022473451.1","GO:0000228;GO:0005654;GO:0009058;GO:0032991;GO:0034641;GO:0051276"," mortality factor 4-like protein 1","crg:105324296","turquoise",2.32315771865189e-05,0.951283094357181
"1558","XM_022468623.1","GO:0003677;GO:0006259;GO:0016853;GO:0016887;GO:0043167;GO:0051276"," DNA topoisomerase 2-beta-like","crg:105343567","turquoise",2.37212048733639e-05,0.95102454188208
"1559","XM_022487600.1","GO:0005975;GO:0006091;GO:0016491;GO:0044281"," malate dehydrogenase, mitochondrial-like","crg:105333137","turquoise",2.43692210251334e-05,0.950688372821067
"1560","XM_022457604.1","GO:0016491;GO:0042592"," peroxiredoxin-like","crg:105333993","turquoise",2.80048207780454e-05,0.948916302945136
"1561","XM_022490326.1","GO:0003674;GO:0006259;GO:0006397;GO:0006464;GO:0006950;GO:0032991"," pre-mRNA-processing factor 19-like","crg:105343163","turquoise",3.11503793673643e-05,0.947516123365561
"1562","XM_022444348.1","GO:0005634;GO:0006397;GO:0022618;GO:0032991"," small nuclear ribonucleoprotein F","crg:105328191","turquoise",3.17550135424355e-05,0.947259130330955
"1563","XM_022474251.1","GO:0003674;GO:0005737;GO:0016192"," endophilin-A3-like","crg:105344087","turquoise",3.22942630930888e-05,0.947032972306475
"1564","XM_022462321.1","GO:0003677;GO:0006259;GO:0006950;GO:0009058;GO:0016874;GO:0043167"," DNA ligase 1-like","crg:105320057;crg:105325665","turquoise",3.24299469823457e-05,0.946976508778066
"1565","XM_022460700.1","GO:0043167"," probable ATP-dependent RNA helicase DDX46","crg:105345480","turquoise",3.26035467086196e-05,0.946904521847035
"1566","XM_022462809.1","GO:0022857"," solute carrier family 25 member 38-like","crg:105325582;crg:105347242","turquoise",3.5241001274094e-05,0.94584428617559
"1567","XM_022432755.1","GO:0006457;GO:0043167;GO:0051082"," stress-70 protein, mitochondrial-like","crg:105347255","turquoise",3.6028290716928e-05,0.945539241109441
"1568","XM_022472960.1","GO:0003674"," insulinoma-associated protein 1a-like","crg:105331439","turquoise",4.00970018780543e-05,0.944037062883671
"1569","XM_022489768.1","GO:0005737;GO:0005783"," translocon-associated protein subunit alpha-like","crg:105328588","turquoise",4.26174158636853e-05,0.943162409345755
"1570","XM_022463399.1","GO:0043167"," troponin C-like","crg:105329481","turquoise",4.37711654036855e-05,0.942774777622517
"1571","XM_022467535.1","GO:0005634;GO:0051276"," ubinuclein-1-like","crg:105329861","turquoise",4.42425136426775e-05,0.942618592789164
"1572","XM_022490433.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," hepatic leukemia factor-like","crg:105344124","turquoise",4.65220162563763e-05,0.941880193598498
"1573","XM_022442698.1","GO:0043167"," cold shock domain-containing protein 3-like","crg:105341443;crg:105348421","turquoise",4.92047742023098e-05,0.941044738660109
"1574","XM_022445844.1","GO:0005634;GO:0006397;GO:0022618;GO:0032991"," small nuclear ribonucleoprotein F","crg:105328191","turquoise",5.03147124866694e-05,0.940708938647578
"1575","XM_022489420.1","GO:0016491;GO:0032991;GO:0034641;GO:0044281"," GMP reductase 2-like","crg:105329398","turquoise",5.41588789680831e-05,0.939586725560539
"1576","XM_022473644.1","GO:0003674;GO:0006605;GO:0007005;GO:0055085"," mitochondrial import inner membrane translocase subunit TIM44-like","crg:105324488","turquoise",5.67416986403724e-05,0.938865459763461
"1577","XM_022487818.1","GO:0005634;GO:0005737"," proteasomal ubiquitin receptor ADRM1-B-like","crg:105326861","turquoise",5.80751226778654e-05,0.938502570135932
"1578","XM_022459637.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991"," histone H2A.V","crg:105320408;crg:105320412;crg:105320415;crg:105320418;crg:105320423;crg:105320427;crg:105320431","turquoise",5.8112176148386e-05,0.938492574549792
"1579","XM_022438219.1","GO:0003674"," histone-binding protein RBBP4","crg:105339630","turquoise",5.98704289060988e-05,0.938023596533287
"1580","XM_022463991.1","GO:0005634;GO:0009058;GO:0032991;GO:0034641"," CCR4-NOT transcription complex subunit 3-like","crg:105332581","turquoise",6.16541266608398e-05,0.937558134232567
"1581","XM_022473955.1",""," hydrolethalus syndrome protein 1 homolog","crg:105319614","turquoise",6.23723836063113e-05,0.937373515194007
"1582","XM_022485833.1","GO:0005886;GO:0022857"," uncharacterized","crg:105346315","turquoise",6.51203756395514e-05,0.936681374650235
"1583","XM_022461551.1","GO:0003677;GO:0005634;GO:0005694;GO:0009058;GO:0032991;GO:0034641;GO:0051276;GO:0065003"," heterochromatin protein 1-binding protein 3-like","crg:105325597","turquoise",6.52056434322048e-05,0.936660246681731
"1584","XM_022433705.1","GO:0003723"," eukaryotic translation initiation factor 4 gamma 2-like","crg:105317347","turquoise",6.75298560226563e-05,0.936092060028056
"1585","XM_022464503.1","GO:0005622;GO:0008233;GO:0009056;GO:0032991"," proteasome subunit beta type-1-like","crg:105343419","turquoise",6.76269595260041e-05,0.936068638592306
"1586","XM_022458139.1",""," transcription elongation factor 1 homolog","crg:105334578","turquoise",6.821304797747e-05,0.935927799379439
"1587","XM_022467571.1","GO:0005840;GO:0008135"," eukaryotic translation initiation factor 3 subunit G-like","crg:105334864","turquoise",7.25225959631789e-05,0.934918769485884
"1588","XM_022477149.1","GO:0005737;GO:0009056;GO:0016887;GO:0043167"," 26S proteasome regulatory subunit 10B","crg:105343011","turquoise",7.2603925040707e-05,0.934900158803838
"1589","XM_022464919.1",""," uncharacterized","crg:105331143","turquoise",8.22471186629968e-05,0.932795068394165
"1590","XM_022461312.1","GO:0003674;GO:0022618"," ras GTPase-activating protein-binding protein 2-like","crg:105347201","turquoise",8.32122546882453e-05,0.932594619010117
"1591","XM_022485345.1","GO:0043167"," alanine--glyoxylate aminotransferase 2, mitochondrial-like","crg:105338391","turquoise",8.54230635162253e-05,0.932141849761831
"1592","XM_022461894.1","GO:0003674"," histone-binding protein N1/N2-like","crg:105344820","turquoise",8.68741911912083e-05,0.931849349460214
"1593","XM_022471623.1","GO:0003723;GO:0009058;GO:0034641"," far upstream element-binding protein 1-like","crg:105324686","turquoise",9.11017299216908e-05,0.931017304425548
"1594","XM_022485330.1","GO:0005737;GO:0005783;GO:0008233;GO:0032991;GO:0034641;GO:0051604"," signal peptidase complex subunit 1-like","crg:105340191","turquoise",9.49527671627543e-05,0.930283839883222
"1595","XM_022488875.1","GO:0005737;GO:0005783;GO:0006464;GO:0009058;GO:0016757;GO:0032991"," dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like","crg:105333050","turquoise",9.63907247370856e-05,0.930015602591598
